atom_id,atom_type,x_m,y_m,z_m,radius_m,high_conductivity,temperature_K,contact_degree,absolute_heat_throughput_W,hot_wall_link,cold_wall_link,on_minimum_resistance_path
31,1,0.00154186,0.012482,0.00257877,0.00075,0,300.75550257679134,1,5.503840364735051e-21,0,0,0
32,1,0.00803572,0.00260863,0.00192811,0.00075,1,300.86586862602,4,8.951068465182742e-05,0,0,0
33,1,0.0117285,0.0120384,0.00640567,0.00075,0,300.55564769612175,4,3.498582997646274e-05,0,0,0
34,1,0.00589282,0.0104346,0.00926257,0.00075,0,300.41979741591285,3,1.858778274798633e-05,0,0,0
35,1,0.0014993,0.0125015,0.0126506,0.00075,0,300.17672009568616,2,1.1665561500354813e-19,0,0,0
36,1,0.00455226,0.00648969,0.0147271,0.00075,0,300.05491698390676,3,3.1036426548429396e-05,0,1,0
37,1,0.00519157,0.00363314,0.0146867,0.00075,0,300.06539762588955,3,2.9124972327400606e-05,0,1,0
38,1,0.00935738,0.00719085,0.0025238,0.00075,0,300.83076638253414,5,5.55842426778973e-05,0,0,0
39,1,0.00904302,0.0137127,0.00310217,0.00075,0,300.79007795730604,5,2.7601791371297014e-05,0,0,0
40,1,0.0135203,0.00288739,0.00207765,0.00075,0,300.8947220389623,6,7.060016680536766e-05,0,0,0
41,1,0.000439146,0.0110944,0.0134521,0.00075,0,300.1767200956863,3,6.281224217038075e-20,0,0,0
42,1,0.00988317,0.0135683,0.0110293,0.00075,0,300.3254969173606,4,3.865509662354828e-05,0,0,0
43,1,0.0141238,0.00807977,0.00377993,0.00075,0,300.7458791991011,3,2.8687254893591915e-05,0,0,0
44,1,0.00200279,0.00132408,0.0126816,0.00075,0,nan,0,0.0,0,0,0
45,1,0.0102279,0.0128672,0.00336011,0.00075,0,300.78518534488325,5,2.900080282917677e-05,0,0,0
46,1,0.00295233,0.0096089,0.0147241,0.00075,0,300.0462565335566,3,2.5771010543084117e-05,0,1,0
47,1,0.00518597,0.00873135,0.000823127,0.00075,0,nan,0,0.0,0,0,0
48,1,0.00133145,0.00697416,0.0113659,0.00075,1,300.27160958037325,6,8.924655274074518e-05,0,0,0
49,1,0.00446207,0.000609924,0.00765116,0.00075,0,300.4842206084791,4,3.68717333072116e-05,0,0,0
50,1,0.00831433,0.000220829,0.0128202,0.00075,0,300.1582835858072,6,3.971987496801615e-05,0,0,0
51,1,0.00464623,0.00358161,0.000637897,0.00075,0,300.94700980210445,2,3.07301575086216e-05,1,0,0
52,1,0.00751657,0.0133117,0.00783416,0.00075,0,300.4890398665331,5,2.2325935171068497e-05,0,0,0
53,1,0.00837038,0.00561283,0.0045936,0.00075,0,300.70237202280725,4,4.341761795546704e-05,0,0,0
54,1,0.0131996,0.00924544,0.000649426,0.00075,0,300.9422038029206,2,3.1747004402613256e-05,1,0,0
55,1,0.000778654,0.00867041,0.00876685,0.00075,0,300.42595395051654,6,5.464855318365646e-05,0,0,0
56,1,0.0111335,0.00654266,0.000629808,0.00075,0,300.9433613958856,5,3.4010338132821515e-05,1,0,0
57,1,0.0117349,0.0129254,0.00322802,0.00075,0,300.77279037270614,4,3.7350204200010545e-05,0,0,0
58,1,0.00100069,0.00971544,0.0128179,0.00075,0,300.18664699411613,5,6.566811999562145e-05,0,0,0
59,1,0.00213613,0.00532787,0.00279534,0.00075,0,300.8238561240945,4,6.0959733340598937e-05,0,0,0
60,1,0.0120355,0.013347,0.00068661,0.00075,0,300.96449572795103,2,2.3897732840949876e-05,1,0,0
61,1,0.0110029,0.00961298,0.00729321,0.00075,0,300.54685204293435,5,4.6978662810002436e-05,0,0,0
62,1,0.0060172,0.0129855,0.0130881,0.00075,0,300.16042361700335,4,4.375995825064111e-05,0,0,0
63,1,0.00992413,0.0133021,0.00053523,0.00075,0,300.9299543214419,3,5.622491178859323e-05,1,0,0
64,1,0.00293915,0.00172612,0.00892091,0.00075,0,300.45700905461933,6,7.103595819383144e-05,0,0,0
65,1,0.0141194,0.00470703,0.00433182,0.00075,0,300.72116151299053,5,8.619314589318766e-05,0,0,0
66,1,0.00121268,0.0113235,0.00138436,0.00075,0,300.8879615212941,4,2.880806889392537e-05,0,0,0
67,1,0.00688462,0.00627852,0.00651933,0.00075,0,300.5777088125429,3,6.524962930485013e-05,0,0,0
68,1,0.014513,0.00303612,0.00319182,0.00075,0,300.83538541814204,3,7.158461489302984e-06,0,0,0
69,1,0.00707004,0.0133918,0.0112428,0.00075,0,300.27035678448215,4,3.834674919228633e-05,0,0,0
70,1,0.0100237,0.00090997,0.00807165,0.00075,0,300.458412697099,5,5.488900236128237e-05,0,0,0
71,1,0.00294313,0.00540802,0.00424802,0.00075,0,300.7335454873022,4,7.825509872281686e-06,0,0,0
72,1,0.00202257,0.0139033,0.0111178,0.00075,1,300.2970883008028,3,3.4633304679193196e-05,0,0,0
73,1,0.00319117,0.000773919,0.00404224,0.00075,0,300.7385149074558,4,4.800431928558223e-05,0,0,0
74,1,0.00411156,0.0111401,0.00131896,0.00075,0,300.89215996020874,4,2.9623283638814276e-05,0,0,0
75,1,0.00365903,0.00848651,0.0109622,0.00075,0,300.2943390292622,3,1.8897561623625768e-05,0,0,0
76,1,0.0139297,0.00441449,0.000810209,0.00075,0,300.927199920493,4,1.5176395820662978e-05,0,0,0
77,1,0.0132174,0.0116445,0.00633496,0.00075,0,300.5772365270259,3,2.0401137906061757e-05,0,0,0
78,1,0.0152694,0.0114629,0.000730223,0.00075,0,300.94250638227277,2,1.400426986689607e-05,1,0,0
79,1,2.10957e-05,0.0124219,0.0128926,0.00075,0,300.1767200956862,2,7.421429773167646e-20,0,0,0
80,1,0.00812884,0.00672759,0.00191333,0.00075,1,300.86334082231394,6,7.317586059049092e-05,0,0,0
81,1,0.0139239,0.0132632,0.0116239,0.00075,1,300.3188289808071,4,1.877835951689839e-05,0,0,0
82,1,0.0143449,0.00874883,0.0113934,0.00075,0,300.2977851571107,3,1.2454297428751068e-05,0,0,0
83,1,0.00970284,0.0148041,0.0072549,0.00075,1,300.510401540909,5,5.877697621905547e-05,0,0,0
84,1,0.0141921,0.0016198,0.00281419,0.00075,0,300.94127568322915,1,6.963903465771795e-20,0,0,0
85,1,0.0124835,0.0087772,0.00175103,0.00075,0,300.8473101703603,6,6.831760936088753e-05,0,0,0
86,1,0.00855338,0.00550281,0.00613339,0.00075,0,300.60723570697314,3,1.2061874406858388e-05,0,0,0
87,1,0.00574114,0.00670103,0.000719644,0.00075,0,300.9504233551744,2,1.4960979619624198e-05,1,0,0
88,1,0.00946706,0.00689528,0.0146936,0.00075,0,300.0517016282553,3,2.418931491322451e-05,0,1,0
89,1,0.0108709,0.0145836,0.0146587,0.00075,0,300.0475734245573,2,1.6076470020302708e-05,0,1,0
90,1,0.0119734,0.000960034,0.00193928,0.00075,0,300.9264534799694,3,3.8796520014057056e-05,0,0,0
91,1,0.000840014,0.000597723,0.00628912,0.00075,0,300.55195219370376,6,3.9672254763548354e-05,0,0,0
92,1,0.0127506,0.0149793,0.00864884,0.00075,0,300.46575171652825,3,5.3654239332524436e-06,0,0,0
93,1,0.00327322,0.000392376,0.00893675,0.00075,0,300.4342997061917,5,5.820959500354501e-05,0,0,0
94,1,0.01105,0.00419438,0.0114617,0.00075,0,300.29047434516156,4,5.4735354158514544e-05,0,0,0
95,1,0.000918659,0.00812926,0.0147495,0.00075,0,300.0520518926196,3,3.2364242723742544e-05,0,1,0
96,1,0.000769681,0.0133036,0.0139116,0.00075,0,300.0969430797157,3,1.8237081768637927e-05,0,0,0
97,1,0.00339048,0.0115744,0.0120943,0.00075,0,300.2630580127883,4,3.1735260083150566e-05,0,0,0
98,1,0.00954842,0.00167467,0.000636293,0.00075,0,300.942953154961,4,3.331853204745869e-05,1,0,0
99,1,0.00747248,0.00193563,0.00762142,0.00075,0,300.5122691037547,4,3.560259966543418e-05,0,0,0
100,1,0.00501008,0.00690803,0.0134989,0.00075,0,300.152136259364,6,6.979182522530765e-05,0,0,0
101,2,0.00968778,0.0110666,0.000939472,0.001,0,300.9127059606762,5,4.4573236932770205e-05,1,0,0
102,2,0.012526,0.00349482,0.000923494,0.001,0,300.93657531522234,7,4.258502596886754e-05,1,0,0
103,2,0.0110664,0.00219539,0.0112643,0.001,0,300.28468709588935,5,9.990920411595655e-05,0,0,0
104,2,0.000355866,0.00506505,0.00096501,0.001,0,300.9612248930848,5,2.652259673012901e-05,1,0,0
105,2,0.00815764,0.00155739,0.00468163,0.001,0,300.6921925219766,7,9.604322209014871e-05,0,0,0
106,2,0.00379715,0.00221146,0.0103515,0.001,0,300.2414223654516,7,0.00013038865791366078,0,0,0
107,2,0.00562145,0.0141155,0.0106443,0.001,0,300.2823458866533,4,5.199612651729538e-05,0,0,0
108,2,0.0047149,0.001044,0.000983718,0.001,1,300.9866699925272,2,3.4018429790870115e-05,1,0,0
109,2,0.0144644,0.0100909,0.00140118,0.001,1,300.8951372277296,5,5.845603801329074e-05,0,0,0
110,2,0.00650561,0.0124136,0.000884147,0.001,0,300.9388649339283,4,4.161731174689676e-05,1,0,0
111,2,0.00785746,0.0103366,0.00103145,0.001,0,300.87795811624335,5,6.143413525576544e-05,0,0,0
112,2,0.0120908,0.00355286,0.0127108,0.001,0,300.16339056252065,5,4.710884567404674e-05,0,0,0
113,2,0.0137511,0.0112117,0.00349255,0.001,0,300.77459279865445,6,3.845918013847316e-05,0,0,0
114,2,0.00508388,0.0139401,0.00632774,0.001,0,300.5845405220334,6,5.017815561464829e-05,0,0,0
115,2,0.00638442,0.00655959,0.014431,0.001,0,300.06803301134465,4,3.3430588177800014e-05,0,1,0
116,2,0.0032663,0.00252057,0.000871886,0.001,0,300.95620960954375,4,7.524541437890555e-05,1,0,0
117,2,0.00706742,0.00700147,0.0108788,0.001,1,300.33166905485456,6,0.00015017264917604754,0,0,0
118,2,0.00470819,0.0124864,0.00514439,0.001,0,300.6374988399175,7,8.007670575621777e-05,0,0,0
119,2,0.00538559,0.0145562,0.00093035,0.001,0,300.9599126641655,4,3.17118128651852e-05,1,0,0
120,2,0.000887498,0.00319027,0.00397745,0.001,0,300.7217490805337,3,4.2650777307419e-05,0,0,0
121,2,0.00456288,0.00532131,0.0036275,0.001,0,300.74436034155644,5,6.412654707471087e-05,0,0,0
122,2,0.0112451,0.00258122,0.0141094,0.001,0,300.123550549793,5,5.3059443795001915e-05,0,0,0
123,2,0.000890145,0.00223572,0.0102524,0.001,0,300.3971006332806,6,0.00011838815220088874,0,0,0
124,2,0.0145371,0.0134171,0.0143886,0.001,0,300.0619901467935,4,1.7017102345696655e-05,0,1,0
125,2,0.0138481,0.00660686,0.00474022,0.001,0,300.6954204943077,3,4.285858242698926e-05,0,0,0
126,2,0.00623783,0.0100748,0.0135859,0.001,0,300.1343500535982,6,6.697653815676093e-05,0,0,0
127,2,0.000544785,0.0137134,0.00885746,0.001,0,300.447862783925,6,6.008420781082339e-05,0,0,0
128,2,0.000154724,0.0073296,0.000870085,0.001,0,300.9355961463692,5,4.8238142750588e-05,1,0,0
129,2,0.014849,0.00153167,0.014381,0.001,0,300.0442405762152,3,9.008354521452469e-06,0,1,0
130,2,0.00435341,0.00823317,0.0126542,0.001,0,300.1915123759926,8,0.00010155318473797127,0,0,0
131,2,0.00985779,0.00815529,0.00388315,0.001,1,300.76785770298847,7,0.00012768437112283676,0,0,0
132,2,0.0100439,0.00330211,0.0124968,0.001,1,300.22874505376797,5,7.760691008108172e-05,0,0,0
133,2,0.0065924,0.00527887,0.0125227,0.001,0,300.2254373312247,5,4.28153755267982e-05,0,0,0
134,2,0.0138307,0.0113549,0.0128799,0.001,0,300.1843082591555,5,8.19927745596712e-05,0,0,0
135,2,0.00964616,0.00644989,0.00520181,0.001,0,300.66057105024447,9,0.00010233597360170673,0,0,0
136,2,0.00827685,0.0147628,0.00814513,0.001,0,300.4736797010245,8,8.88679739550524e-05,0,0,0
137,2,0.00983731,0.00711561,0.0129465,0.001,0,300.052018015625,1,0.0,0,0,0
138,2,0.00450206,0.00480361,0.0119904,0.001,0,300.16822531337476,3,1.7841736083238233e-05,0,0,0
139,2,0.00846184,0.00490389,0.0126128,0.001,1,300.23329940042646,6,0.0001692533110666849,0,0,0
140,2,0.0134074,0.0094787,0.0127003,0.001,0,300.1839053531926,6,4.382765175080698e-05,0,0,0
141,2,0.0120181,0.00811492,0.0125764,0.001,0,300.2103765296947,5,6.104057424457371e-05,0,0,0
142,2,0.00772678,0.00808528,0.000953171,0.001,0,300.9146509823496,3,3.693907061525348e-05,1,0,0
143,2,0.00608817,0.00820031,0.0133661,0.001,0,300.14464264517255,6,4.66143316465447e-05,0,0,0
144,2,0.0012251,0.0115874,0.0109257,0.001,0,300.33073782387044,4,2.1437314245891094e-05,0,0,0
145,2,0.0109118,0.00251323,0.000948249,0.001,0,300.92980695699214,5,4.246421208567503e-05,1,0,0
146,2,0.00088105,0.0150072,0.0105034,0.001,0,300.3535348284914,7,8.475986033772927e-05,0,0,0
147,2,0.00358557,0.00806951,0.00525681,0.001,0,300.63364063446056,5,6.322088152598866e-05,0,0,0
148,2,0.0109869,0.0080267,0.00127195,0.001,0,300.88425558873814,7,8.512474744896242e-05,0,0,0
149,2,0.0124435,0.0146398,0.0116824,0.001,0,300.2709362792381,6,8.925411862066953e-05,0,0,0
150,2,0.00854676,0.00257448,0.0136897,0.001,1,300.1162331734203,6,6.929641168873312e-05,0,0,0
151,2,0.00672295,0.000346097,0.0087875,0.001,0,300.428642288417,5,9.325030393462678e-05,0,0,0
152,2,0.00717064,0.00382324,0.00437199,0.001,0,300.7009491279473,5,3.8446583707362085e-05,0,0,0
153,2,0.00606834,0.00901907,0.00820549,0.001,0,300.4640078898604,3,2.2382983793181593e-05,0,0,0
154,2,0.00893611,0.0127031,0.00164658,0.001,1,300.88192857963764,7,0.00011350313468129453,0,0,0
155,2,0.012581,0.00928693,0.00778731,0.001,0,300.4790212101941,7,8.14837699678994e-05,0,0,0
156,2,0.00999947,0.0108406,0.00787277,0.001,0,300.50639920406655,6,5.305978266924019e-05,0,0,0
157,2,0.00885009,0.00379943,0.0110525,0.001,0,300.2453124060912,5,2.8259845964384974e-05,0,0,0
158,2,0.00402451,0.00421498,0.0051619,0.001,0,300.65559343902555,5,5.8980269039889916e-05,0,0,0
159,2,0.00763007,0.0127637,0.00294432,0.001,0,300.8030867850814,6,0.00010551864085633859,0,0,0
160,2,0.0022856,0.0145082,0.00925216,0.001,1,300.42077192578785,7,0.00010224940939117886,0,0,0
161,2,0.00179259,0.00373121,0.000942048,0.001,1,300.9847593134225,4,7.337848517688852e-05,1,0,0
162,2,0.0145569,0.01125,0.00958401,0.001,0,300.4126719964427,5,6.975648380012384e-05,0,0,0
163,2,0.0104494,0.0041918,0.00970165,0.001,0,300.35905468692204,5,6.369556596843024e-05,0,0,0
164,2,0.0125467,0.000691416,0.0145152,0.001,0,300.06717372138036,3,5.502391102900773e-05,0,1,0
165,2,0.00509822,0.0110078,0.00640293,0.001,1,300.5840388601068,6,0.00010790734344257525,0,0,0
166,2,0.0109612,0.0108004,0.01098,0.001,0,300.2880772465155,4,5.544591098130522e-05,0,0,0
167,2,0.00688329,0.00340692,0.0143901,0.001,0,300.0653376275665,5,2.4988563041640098e-05,0,1,0
168,2,0.0120602,0.0118554,0.00443186,0.001,0,300.7135954118895,6,9.279748877181363e-05,0,0,0
169,2,0.000538242,0.0152463,0.0143884,0.001,0,300.0662470952249,3,2.3902765457411322e-05,0,1,0
170,2,1.52415e-05,0.00574302,0.00951558,0.001,0,300.3623003401487,5,6.653359345870879e-05,0,0,0
171,2,0.00440958,0.0143626,0.0145282,0.001,0,300.06122380607,4,5.23586080705537e-05,0,1,0
172,2,0.0106653,0.000433149,0.0097738,0.001,0,300.38716873820283,6,8.281811713471503e-05,0,0,0
173,2,0.010716,0.000232972,0.0115652,0.001,0,300.2746033342753,4,7.060957818852705e-05,0,0,0
174,2,0.00604833,0.00253204,0.00140224,0.001,0,nan,0,0.0,0,0,0
175,2,0.000257004,0.0148446,0.000978732,0.001,0,300.9615534448752,3,2.1047223525079594e-05,1,0,0
176,2,0.0106435,0.00802451,0.0145352,0.001,0,300.052018015625,5,4.2342358232825174e-05,0,1,0
177,2,0.00441845,0.0127797,0.0136226,0.001,0,300.1247739187228,4,3.773963908771632e-05,0,0,0
178,2,0.0013163,0.00973301,0.0144238,0.001,0,300.05645555856074,3,3.133892912675802e-05,0,1,0
179,2,0.00779511,0.0100188,0.0145682,0.001,0,300.0570969015793,5,7.360075697868137e-05,0,1,0
180,2,0.00700269,0.00639403,0.00492724,0.001,0,300.6839245475737,7,9.148260543349062e-05,0,0,0
181,2,0.00832408,0.00779038,0.00508726,0.001,0,300.6925479928801,8,5.635846710277103e-05,0,0,0
182,2,0.0113626,0.00895506,0.00296166,0.001,1,300.786275834043,8,0.00013525982313522915,0,0,0
183,2,0.000595232,0.00442376,0.00558026,0.001,0,300.61641501014583,3,2.563632777533133e-05,0,0,0
184,2,0.00577495,0.00516388,0.00766243,0.001,0,300.512339979874,4,6.987790983358458e-05,0,0,0
185,2,0.00199147,0.00806141,0.0063271,0.001,0,300.5974254125096,6,7.976940112553717e-05,0,0,0
186,2,0.00211998,0.0109038,0.0130038,0.001,0,300.17672009568565,6,4.6546110616186415e-05,0,0,0
187,2,0.0141259,0.00608338,0.000968971,0.001,0,300.9386771917592,6,3.183361012942007e-05,1,0,0
188,2,0.00250635,0.00565612,0.0063415,0.001,0,300.5637932586729,5,5.5479362969128836e-05,0,0,0
189,2,0.00888094,0.000740739,0.0093095,0.001,0,300.40424470234666,5,5.073748297124143e-05,0,0,0
190,2,0.00999621,0.0109642,0.0126444,0.001,0,300.1389610071152,6,0.00011497244204738659,0,0,0
191,2,0.00864237,0.0106469,0.0113334,0.001,0,300.26103574745355,5,9.849425317653046e-05,0,0,0
192,2,0.000969465,0.00402503,0.00960789,0.001,0,300.3896012739322,8,0.00012049225421690217,0,0,1
193,2,0.0127233,0.00079723,0.00738357,0.001,1,300.4465759391296,5,0.0001545418248911216,0,0,0
194,2,0.0146976,0.0107951,0.00618344,0.001,0,300.5954394011366,7,8.463419890870772e-05,0,0,0
195,2,0.0138771,0.00294134,0.00892731,0.001,0,300.43313932652586,4,8.206597541508297e-05,0,0,0
196,2,0.000773612,0.00264311,0.0131646,0.001,0,300.1752434473222,5,0.00013443581571904016,0,0,0
197,2,0.00194235,0.00933517,0.00774063,0.001,0,300.50667113755253,7,6.546678877123215e-05,0,0,0
198,2,0.0028642,0.00860811,0.00289342,0.001,0,300.77585010649415,6,9.609015634934193e-05,0,0,0
199,2,0.0142049,0.0134024,0.000882122,0.001,0,300.9338692105184,3,5.6941875052423556e-05,1,0,0
200,2,0.00271385,0.0120951,0.000983228,0.001,0,300.947983562848,4,1.3472960128861343e-05,1,0,0
201,2,0.000449221,0.0133317,0.0111781,0.001,0,300.3053823765789,5,3.620489064403599e-05,0,0,0
202,2,0.00512241,0.0142025,0.0125249,0.001,0,300.18771314582636,8,7.994558355094141e-05,0,0,0
203,2,0.0090967,0.0152193,0.0051464,0.001,0,300.633539522655,4,4.544062240075009e-05,0,0,0
204,2,0.0143573,0.0127819,0.00851817,0.001,1,300.46151365850125,7,0.0001230564351248145,0,0,0
205,2,0.0136468,0.0117768,0.00161815,0.001,0,300.8542766712551,5,7.607131238963919e-05,0,0,0
206,2,0.0140915,0.00668328,0.00283329,0.001,0,300.80529214514553,7,8.320191868297216e-05,0,0,0
207,2,0.00140268,0.00676794,0.00759816,0.001,0,300.5051282905013,6,7.852962808799724e-05,0,0,0
208,2,0.0148179,0.00401886,0.0106743,0.001,0,300.3172696342239,5,5.236815303536656e-05,0,0,0
209,2,0.0128927,0.0122358,0.00968693,0.001,0,300.40704227805924,5,3.276834975507777e-05,0,0,0
210,2,0.0106344,0.00516889,0.00633136,0.001,0,300.5783394374733,5,4.297057177828017e-05,0,0,0
211,2,0.0132691,0.00322139,0.00440678,0.001,0,300.68715972090337,7,6.92478654282165e-05,0,0,0
212,2,0.00537116,0.00290926,0.0111914,0.001,1,300.17004221598984,5,0.00019664988006833325,0,0,0
213,2,0.0135756,0.00512942,0.00967011,0.001,0,300.35938462261726,7,7.097548807357651e-05,0,0,0
214,2,0.00886412,0.00308307,0.00375224,0.001,0,300.7504045115663,7,8.076568475636752e-05,0,0,0
215,2,0.00952206,0.00691311,0.000898627,0.001,0,300.92850200948715,5,5.085030165326085e-05,1,0,0
216,2,0.000394765,0.00965594,0.0100309,0.001,0,300.3544390762791,6,6.847658679293148e-05,0,0,0
217,2,0.0007164,0.000291917,0.00791993,0.001,0,300.5018023247345,6,4.217555594709142e-05,0,0,0
218,2,0.00524774,0.0125483,0.00962598,0.001,0,300.4022517268487,7,7.172702174746781e-05,0,0,0
219,2,0.0138968,0.00243653,0.0114075,0.001,0,300.28962237852045,5,6.317758326983389e-05,0,0,0
220,2,0.0129113,0.0106478,0.0110132,0.001,0,300.29697044741044,4,4.4579398061520386e-05,0,0,0
221,2,0.0118976,0.0110956,0.00824709,0.001,0,300.47884533302795,5,2.481494425335993e-05,0,0,0
222,2,0.00982367,0.0150127,0.0133574,0.001,0,300.1241057294375,5,3.832939678605019e-05,0,0,0
223,2,0.00591345,0.0104097,0.000918365,0.001,0,300.93726706305824,2,3.5847907840691684e-05,1,0,0
224,2,0.00490533,0.00069221,0.00926079,0.001,0,300.3836614767381,6,9.385976465670092e-05,0,0,0
225,2,0.0123963,0.00678884,0.00680525,0.001,0,300.5150582027176,3,3.7764968754559495e-05,0,0,0
226,2,0.00365581,0.0111931,0.00410831,0.001,0,300.6861359336645,4,2.7381814333690352e-05,0,0,0
227,2,0.0111058,0.015098,0.00812776,0.001,0,300.4712153006039,8,0.00011872920156560764,0,0,0
228,2,0.00737449,0.00408512,0.00181528,0.001,0,300.8620049610502,6,2.8786462964508322e-05,0,0,0
229,2,0.0018468,0.00559321,0.0090898,0.001,0,300.419606765185,7,0.00010814282305101167,0,0,0
230,2,0.00106997,0.00493477,0.00746085,0.001,0,300.4952650424774,6,4.342797706307359e-05,0,0,0
231,2,0.00702218,0.00933933,0.00230049,0.001,0,300.8144887314054,7,6.664855620646264e-05,0,0,0
232,2,0.0142658,0.0148428,0.0112978,0.001,0,300.3165840468711,4,3.6635563738814647e-05,0,0,0
233,2,0.00841092,0.00959626,0.0058444,0.001,0,300.6512117427118,6,5.7949399408128055e-05,0,0,0
234,2,0.0125201,0.000435398,0.0101814,0.001,0,300.3599971307798,3,3.935678851877299e-05,0,0,0
235,2,0.00509977,0.0104938,0.0114683,0.001,0,300.2631493013847,6,5.626668127093041e-05,0,0,0
236,2,0.0147244,0.0118431,0.011367,0.001,0,300.30667985962907,7,8.892492525535629e-05,0,0,0
237,2,0.00512251,0.00157736,0.0126485,0.001,1,300.12132029069875,6,0.00029540394866425313,0,0,1
238,2,0.00251217,0.00823778,0.0121972,0.001,0,300.22730751759536,5,4.1205780757813134e-05,0,0,0
239,2,0.000977121,0.0145399,0.0126192,0.001,0,300.20465500449376,5,5.753082093426999e-05,0,0,0
240,2,8.10685e-05,0.00346276,0.00800281,0.001,1,300.48656272005934,6,0.00011472764082264977,0,0,1
241,2,0.0111815,0.00982975,0.000890611,0.001,0,300.917381236366,4,5.465067285798022e-05,1,0,0
242,2,0.01394,0.0142913,0.00637056,0.001,1,300.57893442072543,7,0.00016102365707659427,0,0,0
243,2,0.00707059,0.0141062,0.00170009,0.001,0,300.86331448657796,4,6.260148042859994e-05,0,0,0
244,2,0.0126739,0.00729969,0.000948025,0.001,0,300.91849435951497,7,5.3313251055567864e-05,1,0,0
245,2,0.00599052,0.0152894,0.0138492,0.001,0,300.0959785150828,5,6.002734915174001e-05,0,0,0
246,2,0.00999666,0.00133732,0.0146069,0.001,0,300.0641763757555,3,6.23886113407169e-05,0,1,0
247,2,0.00470948,0.0111967,0.008307,0.001,0,300.48408637672344,6,9.082825745598396e-05,0,0,0
248,2,0.00534896,0.0085551,0.0110848,0.001,0,300.2962442176133,7,0.00010907308177804807,0,0,0
249,2,0.00892562,0.0125508,0.00432971,0.001,0,300.7155961345206,6,8.861534771929912e-05,0,0,0
250,2,0.00356341,0.00181973,0.00533926,0.001,0,300.595197904304,7,9.704535210260744e-05,0,0,0
